Waktu,Kejadian,Penyebab,Keterangan,Lokasi,Posisi
2022-10-14,Banjir,"hujan dengan intensitas tinggi dan berlangsung -+ 6 jam,dan air kiriman dari selatan dengan volume banyak","""Pada Jum'at 14/10/22 hujan dengan intensitas tinggi mengakibatkan banjir di Desa Jatihadi. Jembatan Jatihadi di ruas jalan menghubungkan ke Jaken Kabupaten Pati yg biasa dipakai jalan alternatif semua kendaraan ada yg ambrol dan sekarang kondisi ditutup, hal ini mengakibatkan kendaraan pada berputar melewati jalan desa Jatihadi sehingga mengakibatkan rusaknya jalan desa tsb. Serta SDN 1 jatihadi kemasukan banjir setinggi 50cm di luar SD setinggi 75cm. "" Desa Jatihadi, Kec. Sumber",Pati,"-6.801671381302898, 111.24957611142257"
2022-10-14,Banjir,air dari sawah masuk ke desa.,"""Desa Logede Dk. Pandansili, Kec. Sumber Pada Jum'at 14/10/22 hujan mulai pukul 18.00 s.d. 22.30 WIB mengakibatkan air dari sawah masuk ke 2 rumah warga terendam air setinggi 1 meter serta jalan desa longsor sepanjang 9 meter tinggi 7 meter, lokasi berada di utara pertigaan sungai padasan dan akses jalan menuju makam Dukuh Pandansili terputus."" Desa Logede, Dk.Pandansili, Kec. Sumber",Rembang,"-6.841555778861442, 111.30215030512917"
2022-10-15,Banjir,Pengaruh Hidrometeorologi dimana dalam beberapa hari terjadi hujan dengan intensitas tinggi yg terjadi di wilayah Kecamatan Nusawungu.,"I. Waktu : Hari : Sabtu. Tgl : 15 - 10 - 2022. Pukul : 15.00 WIB. II. Lokasi - Desa Klumprit. A. Dusun Klumprit : - RT. 2, 3, 4 RW.05.  88 KK , 352 Jiwa . - TMA 5 cm - 20 cm. B. Dusun Klumprit kulon : - RT.2 , 3, 4 RW.01.  17 KK , 68 Jiwa . TMA 5 cm - 20 cm. C. Dusun Nusadem - RT. 1, 2 ,3 ,4 RW.02.  168 KK , 672 Jiwa . - TMA 5 cm - 40 cm. D. Dusun Kebon Guru. - RT. 1 ,2 ,3 RW.06.  151 KK. 604 Jiwa . - TMA 5 cm - 20 cm. E. Dusun Nusawaru : - Rt 01 Rw 07.  3 kk 12 jiwa . F. Dusun Nusawaru Kulon : - Rt 1, 2, 4 Rw 07.  26 kk 104 jiwa . E. Pengungsi : - Nihil. F . Total terdampak - 453 KK. - 1.700 Jiwa. Demikian untuk menjadikan periksa Personil : Sumaryanto. Kadus Nusadem. Kadus Klumprit.",Cilacap,"-7.656633, 109.3542444"
2022-10-15,Banjir,penyebab Hujan Lebat di sekitar,"Akibat Hujan lebat di sekitar pegunumngan kendeng mulai tanggal 14 Oktober 2022 sekitar pkl 17.00 sampai sekitar pkl . 05.00 tanggal 15 oktober 2022, yang mengakibatkan banjir di daerah sekitar pegunungan keneng , mulai kecamatan kayen, kecamatan Tambakromo, kecamatan winong, kecamatan Pucakwangi, kecamatan Jaken, kecamatan Batangan, terjadi banjir bandang",Pati,"-6.704944, 111.037063"
2022-10-15,Banjir,air dari sungai meluap,"Pada Sabtu 15/10/22 pukul 12.00 WIB, air dari sungai di Tambak Agung meluap mengakibatkan 86 KK terdampak banjir setinggi -+50 cm, yang terdampak parah sebanyak 4KK. Desa Tambak Agung, Kecamatan Kaliori",Rembang,"-6.70953261315047, 111.24326656443958"
2022-10-16,Tidak Banjir,,,,
2022-10-17,Tidak Banjir,,,,
2022-10-18,Tidak Banjir,,,,
2022-10-19,Tidak Banjir,,,,
2022-10-20,Banjir,Hujan,""" Di SMP N 1 Ambal air masuk mulai pukul 22.00 kecuali intensitas tinggi, jalur saluran di jalan Daendles tidak lancar. Sehingga air masuk ke beberapa ruang, ruang Guru, ruang TU, Lab Komputer dan beberapa ruang kelas. Untuk ketinggian air tadi malam sampai 40cm. ",Kebumen,"-7.788396, 109.727473"
2022-10-20,Banjir,Hujan Deras di wilayah pegunungan kendeng selatan di wilayah kecamatan geyer,"ada Hari : Rabu, Tanggal. 19 Oktober 2022. Pukul: 17.30 - 18.30 WIB telah terjadi hujan deras di Pegunungan Kendeng Selatan di wilayah Kec. Geyer, yang mengakibatkan Aliran Sungai glugu di sebelah Perumahan Permata Hijau Blok K. RT.10/RW.01 Kelurahan Kalongan Kec. Purwodadi tidak mampu menampung debit air sehingga meluap ke jalan dan perumahan warga.",Grobogan,"-7.0869241882797835, 110.91625222892378"
2022-10-21,Banjir,Hujan dengan intensitas tinggi di seluruh wilayah Kabupaten Kendal,"Banjir Limpas di beberapa Daerah Aliran Sungai di Kabupaten Kendal, seperti DAS Bulanan, DAS Bodri, DAS Blukar dan aliran Sungai Kendal",Kendal,"-6.880755146057012, 110.1712434287334"
2022-10-21,Banjir,Aliran air dari hutan & meluapnya aliran sungai Tuntang yang di karenakan hujan lebat,"Pada hari Jumat tanggal 21 Oktober 2022 pkl.16.00 WIB di wilayah pinggiran aliran sungai Tuntang telah terjadi banjir karena luapan air hujan dari hutan dan dari sungai Tuntang karena di daerah Salatiga mengalami hujan deras sehingga menambah debit air sungai Tuntang. D. LOKASI & DAMPAK : I. KECAMATAN GUBUG DESA PENADARAN. Dusun Bantengan. Jalan Dusun Bantengan dan beberapa rumah warga tergenang air 10-30 cm. Dusun Sasak Akses jalan Dusun sasak dan beberapa rumah warga tergenang air 10-40 cm. II. KECAMATAN KEDUNGJATI. DESA KLITIKAN Dusun Klitikan. Akses jalan Dusun Klitikan Tergenang air 10-25 cm. DESA NGOMBAK Dusun Karanggeneng RT.01/RW.06 Akses jalan Dusun Karanggeneng Tergenang air 10-40 cm. Dusun Methuk RT.04/RW.02 Akses jalan Dusun Methuk Tergenang air 10-30 cm. DESA JUMO Dusun Dawung RT. 01, 02 RW. 03 banjir terjadi dari luapan sungai Tuntang yang mengakibatkan sebagian jalan dan halaman rumah yang berada di pinggiran sungai terkena banjir, terutama jalan perkampungan dan tanah kosong di pinggiran sungai. DESA PADAS Dusun Kedunggampo banjir terjadi dari aliran air hutan yang cukup deras sehingga mengakibatkan jalan perkampungan dan sebagian menggenangi teras rumah warga. DESA WATES Dusun Wates banjir terjadi dari luapan sungai Tuntang yang mengakibatkan perkampungan di pinggiran sungai terkena luapan banjir terutama di area tanah kosong di pinggiran sungai. DESA DERAS. RW 03 RT : 1,2,3,4,5,6 dan RW.02 RT : 1 dan 2 Dusun Tonjong, Dusun Mundu dan Dusun Grobogan Desa Deras Kec Kedungjati Kab.Grobogan banjir terjadi dari luapan air hujan dari hutan karena sejak pukul 13.00 WIB s/d 18.00 WIB terjadi hujan deras. - Mengakibatkan jalur jalan perkampungan menuju Desa Deras tertutup karena tergenang air  banjir dan sebagian menggenangi teras rumah warga.",Grobogan,"-7.180947700793358, 110.6052012055744"
2022-10-22,Tidak Banjir,,,,
2022-10-23,Tidak Banjir,,,,
2022-10-24,Tidak Banjir,,,,
2022-10-25,Banjir,Hujan Deras,"Hujan deras sejak siang pukul 14.00 hingga dini hari, mengakibatkan saluran irigasi longsor /jebol sepanjang 5 meter",Banyumas,"-7.6204671, 109.429279"
2022-10-26,Tidak Banjir,,,,
2022-10-27,Tidak Banjir,,,,
2022-10-28,Tidak Banjir,,,,
2022-10-29,Tidak Banjir,,,,
2022-10-30,Tidak Banjir,,,,
2022-10-31,Tidak Banjir,,,,
2022-11-01,Banjir,hujan lebat,"""Selasa, 1 November 2022 Pukul 23.30 WIB BPBD Kabupaten Rembang bersama POLRI, TNI, Pemerintah Kecamatan Kaliori, Pemerintah Desa setempat dan warga setempat melakukan Assesmen dan evakuasi warga terdampak banjir di beberapa Desa dikecamatan Kaliori dan Kecamatan Sumber. 1. DESA MEGULUNG , Kecamatan Sumber. sebanyak 4 rumah terendam air setinggi diatas lutut orang dewasa -+ 70cm, kondisi terkini air sudah berangsur surut -+ 30cm, akses jalan dari desa megulung ke arah sumber sementara tidak dapat di lewati mobil karena kondisi jalan aspal mengelupas dan amblas serta arus air lumayan deras. 2. DESA WIROTO ,DUKUH SEMAMBUNG, Kecamatan Kaliori. banjir setinggi -+80cm,-+ 50 KK terdampak banjir, sebanyak 5 lansia 2anak dan 2 bayi berhasil di evakuasi oleh BPBD dan kepala Desa wiroto beserta penduduk setempat. 3. DESA KUANGSAN, kecamatan Kaliori. banjir setinggi -+ 60cm disertai arus air yang sangat deras, sebanyak -+500KK terdampak banjir. 4. DESA SIDOMULYO ,DUKUH KALIPANG, Kecamatan Kaliori. banjir masuk ke pemukiman warga, sebanyak 1 RW rumah terendam air setinggi diatas lutut hingga pinggang orang dewasa -+ 70cm, kondisi terkini air sudah berangsur surut -+ 30cm, akses jalan desa sementara tidak dapat di lewati. 5. DESA PENGKOL, Kecamatan Kaliori. Air kiriman dari kuangsan menyebabkan sungai di desa pengkol meluap ke pemukiman warga, sebanyak -+ 30KK terdampak banjir,laporan ini bersifat sementara,saat ini air sudah mulai berangsur surut.""",Rembang,"-6.769851, 111.462548"
2022-11-02,Tidak Banjir,,,,
2022-11-03,Banjir,-Hujan intensitas sedang dan tinggi serta pengaruh dari hidrometeorologi dan turunya hujan dengan waktu cukup lama dan deras.,Hujan dengan intensitas sedang dan tinggi mengguyur wilayah Kec. Kroya dari mulai pkl : 18.30 wib s/d pkl : 23.30 wib mengakibatkan genangan air di beberapa lokasi di kec. kroya dengan ketinggian air +/- 5 s/d 30 Cm di jalan dan pekarangan rumah.,Cilacap,"-7.607056, 109.243535"
2022-11-04,Tidak Banjir,,,,
2022-11-05,Tidak Banjir,,,,
2022-11-06,Banjir,PENYEBAB : hujan deras yang merata mengguyur di area Kota Semarang,"Hari : Minggu Tanggal : 6 November 2022. Pukul : 18.15 WIB Lokasi Bencana : Kota : SEMARANG. Kecamatan : Tugu Kelurahan : Mangkang Wetan , Mangunharjo , Tugurejo , Randugarut , Karanganyar Kronologi : Pada hari Minggu, 06 November 2022 terjadi hujan deras yang merata mengguyur di area Kota Semarang yang menyebabkan Banjir yang melanda di area Kecamatan Tugu Terdampak Banjir : Mangkang Wetan : RW 07 : RT 06 , RT 07 , RT 08 , RT 09 RW 02 : RT 01 , RT 02 , RT 03 RW 01 : RT 02 , RT 03 Mangkang Kulon : 250KK Mangunharjo : RW 04 : RT 01 , RT 02, RT 03 , RT 04 , RT 05 , RT 06 500KK Tugurejo : RW 04 : RW 01 : RT 01 , RT 02 , RT 03 RW 05 : RT 02 , RT 07 Randugarut : RW 01 & RW 02 Karanganyar : RW 01 : RT 04",Kota Semarang,"-6.997311463573288, 110.41809082031251"
2022-11-06,Banjir,"- Akibat hujan lebat di pegunungan kendeng yang sangat deras, mengakibatkan banjirt bandang",Pada hari Minggu 6 Nopember 2022 sekira pukul 14.00 s.d 15 WIB terjadi banjir dan angin puting beliung akibat curah hujan yg tinggi yang di sertai angin dan meluapnya sungai Ds. Gunungpanti.,Pati,"-6.704944, 111.037063"
2022-11-07,Tidak Banjir,,,,
2022-11-08,Tidak Banjir,,,,
2022-11-09,Tidak Banjir,,,,
2022-11-10,Tidak Banjir,,,,
2022-11-11,Tidak Banjir,,,,
2022-11-12,Tidak Banjir,,,,
2022-11-13,Tidak Banjir,,,,
2022-11-14,Tidak Banjir,,,,
2022-11-15,Tidak Banjir,,,,
2022-11-16,Tidak Banjir,,,,
2022-11-17,Tidak Banjir,,,,
2022-11-18,Tidak Banjir,,,,
2022-11-19,Tidak Banjir,,,,
2022-11-20,Tidak Banjir,,,,
2022-11-21,Tidak Banjir,,,,
2022-11-22,Tidak Banjir,,,,
2022-11-23,Tidak Banjir,,,,
2022-11-24,Tidak Banjir,,,,
2022-11-25,Banjir,"~ Pengaruh Hidro meteorologi, dimana hujan deras terjadi dengan durasi cukup lama. ~ Debit air Sungai Cibaganjing yang besar dikarenakan di hulunya terjadi hujan deras.","I. Waktu kejadian : Hari Kamis, 24 November 2022 Jam 19.00 WIB II. Lokasi kejadian : Dusun Purwasari, RT 01,02,03/RW 08,Desa Madura, Kecamatan Wanareja. III. Penyebab kejadian : ~ Pengaruh Hidro meteorologi, dimana hujan deras terjadi dengan durasi cukup lama. ~ Debit air Sungai Cibaganjing yang besar dikarenakan di hulunya terjadi hujan deras. IV. Kronologis Pada hari Kamis, 24 November 2022,di wilayah kecamatan Wanareja terjadi hujan dengan intensitas sedang s.d deras dari pukul 16.00 WIB s.d 20.00 WIB yang menyebabkan debit air Sungai Cibaganjing meluap menggenangi area persawahan. V. Berakibat : ~ Banjir luapan air Sungai Cibaganjing merendam/menggenangi area persawahan, dengan TMA 50cm - 100cm. ~ Area persawahan yang terendam sekitar 12 hektar dengan kondisi pada baru tanamumur 7 hari VI. Korban : Nihil VII. Kerusakan dan Kerugian : Dalam perhitungan VIII. Tindakan/Upaya yang dilakukan : ~ Cek lokasi bersama Forkompimcam Wanareja, BBWS Citanduy dan perangkat Desa Madura untuk pendataan. ~ Menghimbau warga untuk waspada dan siap siaga dikarenakan air akan naik/masuk ke pemukiman jika hujan deras terus terjadi dengan durasi lama. ~ Warga masyarakat disekitar lokasi, sudah mempersiap diri untuk mengungsi jika air masuk ke pemukiman/rumah. IX. Kebutuhan Mendesak : - X. Kondisi Terkini : Di lokasi saat ini hujan ringan. XI. Petugas Cek lokasi: ~ Basuki Rahmat ~ Arif Abdurrahman Hakim ~ Heri Novianto DUMP",Cilacap,"-7.329515, 108.6397"
2022-11-26,Tidak Banjir,,,,
2022-11-27,Banjir,"- Hujan yang deras dan kurang lancarnya drainase di wilayah kota Purwodadi, Air kiriman dari air hutan, meluapnya aliran sungai dan tidak lancarnya aliran sungai yang disebabkan oleh banyaknya sampah sehingga menghambat aliran air.",Banjir/Genangan,Grobogan,"-7.097924, 110.8942"
2022-11-28,Banjir,"- akibat Hujan lebat di lereng pegunungan kendeng,dan mengakibatkankan terjadi luapan air yang mengakibatkan beberapa ruas jalan, pekarangan, lahan sawah dan pemukiman warga","Pada hari Senin 28 November 2022 sekitar pukul 17.30 WIB, di wilayah Tambakromo telah terjadi luapan air yang mengakibatkan beberapa ruas jalan, pekarangan, lahan sawah dan pemukiman warga di Kecamatan Tambakromo tergenang air, akibat hujan lebat di derah pegunungan sekitar pukul 14.30 WIB",Pati,"-6.87413692700673, 111.0548686453744"
2022-11-29,Tidak Banjir,,,,
2022-11-30,Tidak Banjir,,,,
2022-12-01,Tidak Banjir,,,,
2022-12-02,Tidak Banjir,,,,
2022-12-03,Tidak Banjir,,,,
2022-12-04,Tidak Banjir,,,,
2022-12-05,Tidak Banjir,,,,
2022-12-06,Tidak Banjir,,,,
2022-12-07,Tidak Banjir,,,,
2022-12-08,Tidak Banjir,,,,
2022-12-09,Banjir,"- Banjir tersebut kiriman dari air hutan, meluapnya aliran Sungai Pucang dan tidak lancarnya aliran sungai yang disebabkan oleh banyaknya sampah sehingga menghambat aliran air.","Pada Hari Jumat, Tanggal 09 Desember 2022 Pukul 15.00 – 17.00 WIB telah terjadi hujan yang sangat deras di wilayah Kecamtan Grobogan yang mengakibatkan Genangan/Banjir di Wilayah Kelurahan Grobogan, Kecamatan Grobogan. Banjir tersebut kiriman dari air hutan, meluapnya aliran Sungai Pucang dan tidak lancarnya aliran sungai yang disebabkan oleh banyaknya sampah sehingga menghambat aliran air. I. Kecamatan Grobogan. 1. Kelurahan Grobogan. a. Lingkungan RT.01,02/RW.07 yang tergenang jalan Kampung dan 55 rumah dengan Ketinggian 20-40 cm b. Lingkungan RT.01,02/RW.08 yang tergenang jalan Kampung dan 65 rumah dengan Ketinggian 20-50 cm. c. Lingkungan RT. 01,02/RW.04 yang tergenang jalan Kampung dan 60 rumah dengan Ketinggian air 20-50 cm d. Lingkungan RT. 01,02,03/RW.05 yang tergenang Jalan Kampung dan 80 rumah dengan Ketinggian air 20-40 cm. e. Jln Raya Purwodadi – Pati tepatnya di pertigaan Ketapang. 20-50 cm. II. Kecamatan Brati. 1. Desa Temon. a. Dusun Tangsri. RT.01,03/RW.02 yang tergenang 10 rumah dengan Ketinggian air 10-30 cm. 2. Desa Tirem. a. Dusun Tengaran. RT.03 dan RT 04/RW.04 yang tergenang jalan Dusun dan 8 rumah tergenang dengan Ketinggian air 20-50 cm. b. Dusun Tengaran RT.04/RW.03 yang tergenang jalan Dusun dan 2 rumah tergenang dengan Ketinggian air 15-40 cm.",Grobogan,"-7.097924, 110.8942"
2022-12-10,Tidak Banjir,,,,
2022-12-11,Tidak Banjir,,,,
2022-12-12,Tidak Banjir,,,,
2022-12-13,Tidak Banjir,,,,
2022-12-14,Tidak Banjir,,,,
2022-12-15,Tidak Banjir,,,,
2022-12-16,Banjir,Penyebab : Hujan Deras,"Hari. : Jumat Tanggal : 16 Desember 2022 Pukul : ± 16.00 WIB Lokasi Kejadian Kecamatan : Genuk Kelurahan. : Bangetayu Kulon Jalan. : Bugen Utara RT/RW : 01 / 03 Terdampak : - Bp. Badrun 1KK / 3JIWA  1 Laki Laki , 1 Perempuan , 1 Anak Anak  Kronologi Kejadian : Hujan Deras disertai angin menyebabkan air meluber dan menyebabkan beberapa rumah di area bugen terendam dan diungsikan sementara. Korban Jiwa : Nihil Kerugian. : +- 1 Juta",Kota Semarang,"-7.0082158366633935, 110.4071044921875"
2022-12-17,Banjir,- luapan air dari sungai widodaren,"Pada hari Jum'at 16 Desember 2022 sekitar pukul 20.30 WIB,  wilayah desa Ketitang Wetan telah terjadi luapan air akibat tanggul jebol kurlep lebar 2m yang mengakibatkan beberapa ruas jalan, pekarangan, lahan sawah dan pemukiman warga.",Pati,"-6.713879979265532, 111.20590379172194"
2022-12-18,Tidak Banjir,,,,
2022-12-19,Banjir,- Hujan lebat di lereng muria dan lereng pegunungan kendeng,"hujan lebat di wilayah Kabupaten Pati pada hari Senin, 19 Desember 2022 pukul 15.45 WIB sehingga membuat air naik dan menyebabkan beberapa pemukiman warga dan ruas jalan tergenang banjir di dua kecamatan",Pati,"-6.74485027895708, 111.03675568007365"
2022-12-20,Tidak Banjir,,,,
2022-12-21,Tidak Banjir,,,,
2022-12-22,Tidak Banjir,,,,
2022-12-23,Tidak Banjir,,,,
2022-12-24,Tidak Banjir,,,,
2022-12-25,Tidak Banjir,,,,
2022-12-26,Tidak Banjir,,,,
2022-12-27,Tidak Banjir,,,,
2022-12-28,Tidak Banjir,,,,
2022-12-29,Tidak Banjir,,,,
2022-12-30,Tidak Banjir,,,,
2022-12-31,Banjir,- hujan intensitas lebat,"Pada Hari Sabtu, Tanggal 31 Desember 2022 Pukul 02.00 – 04.00 WIB telah terjadi hujan sedang - lebat di wilayah pegunungan kapur utara dan hujan merata di wilyah Kab Grobogan yang mengakibatkan Genangan/Banjir di Wilayah Desa Klambu, Kelurahan Grobogan. Banjir tersebut kiriman dari air hutan, dan sungai pucang yang terletak di kelurahan Grobogan tidak mampu menampung debit air yang besar sehingga meluap ke jalan dan beberapa rumah warga.",Grobogan,"-7.033431221692549, 110.91864889325518"
2022-12-31,Banjir,- akibat curah Hujan yang sangat tinggi di wilayah Kab Pati,"Akibat cuaca ekstrim yang terjadi selama satu minggu di wilayah Kab pati, mengakibatkan banjir mulai hari sabtu, 31 desember 2022",Pati,"-6.704944, 111.037063"
2023-01-01,Banjir,Curah hujan tinggi dan meluapnya sungai lusi,Telah terjadi banjir yang diakibatkan oleh curah hujan yang sangat tinggi yang terjadi beberapa di wilayah kabupaten grobogan dan kiriman air dari hulu sungai lusi yang mengakibatkan sungai lusi tidak mampu menampung debit air sehingga menyebabkan air meluap dan menyebabkan banjir di beberapa wilayah di kabupaten Grobogan,Grobogan,"-7.097924, 110.8942"
2023-01-02,Tidak Banjir,,,,
2023-01-03,Tidak Banjir,,,,
2023-01-04,Tidak Banjir,,,,
2023-01-05,Tidak Banjir,,,,
2023-01-06,Tidak Banjir,,,,
2023-01-07,Banjir,Hujan dengan insetitas tinggi di sertai angin yang besar,pohon tumbang di wilayah Jalan Lingkar perempatan Karangpadang menimpa Kabel Telkom dan bahu jalan raya,Kota Salatiga,"-7.324609, 110.478564"
2023-01-08,Tidak Banjir,,,,
2023-01-09,Tidak Banjir,,,,
2023-01-10,Tidak Banjir,,,,
2023-01-11,Tidak Banjir,,,,
2023-01-12,Tidak Banjir,,,,
2023-01-13,Tidak Banjir,,,,
2023-01-14,Tidak Banjir,,,,
2023-01-15,Tidak Banjir,,,,
2023-01-16,Tidak Banjir,,,,
2023-01-17,Tidak Banjir,,,,
2023-01-18,Tidak Banjir,,,,
2023-01-19,Tidak Banjir,,,,
2023-01-20,Tidak Banjir,,,,
2023-01-21,Tidak Banjir,,,,
2023-01-22,Tidak Banjir,,,,
2023-01-23,Tidak Banjir,,,,
2023-01-24,Tidak Banjir,,,,
2023-01-25,Tidak Banjir,,,,
2023-01-26,Tidak Banjir,,,,
2023-01-27,Tidak Banjir,,,,
2023-01-28,Tidak Banjir,,,,
2023-01-29,Tidak Banjir,,,,
2023-01-30,Tidak Banjir,,,,
2023-01-31,Tidak Banjir,,,,
2023-02-01,Tidak Banjir,,,,
2023-02-02,Tidak Banjir,,,,
2023-02-03,Tidak Banjir,,,,
2023-02-04,Tidak Banjir,,,,
